Name,Source,Size,Type,Alignment,Habitat,Main Habitat,Other Habitat,Treasure,AC,HP,Initiative,Walk,Burrow,Climb,Fly,Hover,Swim,STR Mod,INT Mod,DEX Mod,WIS Mod,CON Mod,CHA Mod,STR Save,INT Save,DEX Save,WIS Save,CON Save,CHA Save,Proficient,Expertise,Vulnerabilities,Resistances,Immunities Conditions,Immunities Damage,Blindsight,Darkvision,Truesight,Tremorsense,Passive Perception,Languages,CR,XP.,PB,Traits,# of Legendary Resistance,# of Atk,Atk 1 Type,Atk 1 Mod,Atk 1 Range,Atk 1 Range Short,Atk 1 Range Long,Atk 1 Dam.,Atk 1 Damage Type,Atk 2 Type,Atk 2 Mod,Atk 2 Range,Atk 2 Range short,Atk 2 Range Long,Atk 2 Dam.,Atk 2 Damage Type,Atk 3 Type,Atk 3 Mod,Atk 3 Range,Atk 3 Range short,Atk 3 Range Long,Atk 3 Dam.,Atk 3 Damage Type,Atk 4 Type,Atk 4 Mod,Atk 4 Range,Atk 4 Range short,Atk 4 Range Long,Atk 4 Dam.,Atk 4 Damage Type,Save DC,Saving Throw,Action Notes,Ability,Spell Save DC,Spell Saving Throws,Spell Attack,At Will,3/Day,2/Day,1/Day,Bonus Action,Reaction,Amount,Legendary Action Save DC,Legendary Action Saving Throw,Legendary Actions.,Lair,xp,Legendary Resistance,Legendary Actions,Lair Save DC,Lair Saving Throws,Other
Larva,2024 Monster Manual,Medium,Fiend,Neutral Evil,Planar (Lower Planes),Planar,Lower Planes,None,9,9,-2,20,,,,,,-1,-2,-1,0,0,-4,-1,-2,-1,0,0,-4,,,,,,,,60,,,10,"Understands Common, Another language",0,10,2,,,1,Melee,1,5,,,1,Necrotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemure,2024 Monster Manual,Medium,Fiend (Devil),Lawful Evil,Planar (Nine Hells),Planar,Nine Hells,None,9,9,-3,20,,,,,,0,-5,-3,0,0,-4,0,-5,-3,0,0,-4,,,,Cold,"Charmed, Frightened, Poisoned","Fire, Poison",,120,,,10,Understands Infernal,0,10,2,Hellish Restoration,,1,Melee,2,5,,,2,Poison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lich,2024 Monster Manual,Medium,Undead (Wizard),Neutral Evil,Any,Any,,Arcana,20,315,17,30,,,,,,0,5,3,2,9,3,3,12,10,9,10,3,"History, Insight, Perception",Arcana,,"Cold, Lightning","Charmed, Exhaustion, Frightened, Paralyzed, Poisoned","Necrotic, Poison",,,120,,19,All,21,"33,000",7,Spirit Jar,4,3,Melee,12,5,,,31,Force,Ranged,12,120,120,,31,Force,Mele,12,5,,,15,Cold,,,,,,,,,,Akt 2 on hit paralyzed,Intelligence,20,"Constitution, Dexterity, Wisdom",12,"Counterspell, Detect Magic, Detect Thoughts, Dispel Magic, Fear, Fireball(level 5), Invisibility, Lightning Bolt(level 5), Mage Hand, Prestidigitation, Shield",,"Animate Dead, Dimension Door, Plane Shift","Chain Lightning, Finger of Death, Power Word Kill, Scrying",,Protective Magic cast counterspell or shield,3,20,Constitution,"Deathly Teleport: teleport 60ft within 10ft 11 Necrotic damage, Disrupt Life: within 20ft on fail 21 Necrotic, Frightening Gaze: cast fear",Yes,"41,000",5,4,,,Cast Clairvoyance
Lion,2024 Monster Manual,Large,Beast,Unaligned,"Desert, Grassland, Hill, Mountain","Desert, Grassland, Hill, Mountain",,None,12,22,2,50,,,,,,3,-4,2,1,0,-1,3,-4,2,1,0,-1,"Perception, Stealth",,,,,,,60,,,13,None,1,200,2,"Pact Tactics, Running Leap",,2,Melee,5,5,,,7,Slashing,,,,,,,,,,,,,,,,,,,,,,11,Wisdom,Wis. save to cause fear,,,,,,,,,,,,,,,,,,,,,
Lizard,2024 Monster Manual,Tiny,Beast,Unaligned,"Coastal, Desert, Forest, Swamp, Underdark","Coastal, Desert, Forest, Swamp, Underdark",,None,10,2,0,20,,20,,,,-4,-5,0,-1,0,-4,-4,-5,0,-1,0,-4,,,,,,,,30,,,9,None,0,10,2,Spider Climb,,1,Melee,2,5,,,1,Piercing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lizardfolk Geomancer,2024 Monster Manual,Medium,Elemental,Neutral,"Forest, Swamp","Forest, Swamp",,Individual,13,33,0,30,20,,,,30,2,0,0,2,1,-1,2,0,0,2,1,-1,"Nature, Perception",Stealth,,,,,,,,,14,"Draconic, Primordial (Terran)",2,450,2,,,2,Melee,4,5,,,9,Bludgeoning,Ranged,4,60,60,,9,Bludgeoning,,,,,,,,,,,,,,,12,Constitution,Hail of Stone recharges on 5-6 within 20ft radius and 40ft high cylinder on fail 15 bludgeoning and prone,Wisdom,12,,4,Elementalism,,,"Meld into Stone, Speak with Plants, Spike Growth",,,,,,,,,,,,,
Lizardfolk Sovereign,2024 Monster Manual,Medium,Elemental,Neutral,Swamp,Swamp,,Individual,15,78,1,30,20,,,,30,3,0,1,0,2,2,3,0,1,2,4,2,,"Perception, Stealth",,,Frightened,,,60,,,14,"Draconic, Primordial (Terran)",4,"1,100",2,,,2,Melee,5,5,,,8,Piercing,Melee,5,5,,,10,Bludgeoning,,,,,,,,,,,,,,,,,"Atk 1 on hit gain temp hp based on damage, Ark 2 on hit prone",,,,,,,,,Charge use the move action,,,,,,,,,,,,
Lorwyn Giant,Lorwyn: First Light,Huge,Giant,Chaotic Neutral,Planar (Feywild),Planar,Feywild,Arcana,13,115,1,40,,,,,,5,-1,1,3,4,-1,5,-1,1,6,7,-1,,,,,,,,,,,13,"Common, Giant",6,"2,300",3,,,2,Melee,8,15,,,21,Slashing,Ranged,8,60/240,60,240,14,Bludgeoning,,,,,,,,,,,,,,,,,,,,,,,,,,Name Sleep gain 20 temp hp falls unconscious and gains adv on saves and checks,,,,,,,,,,,,
Lyrandar Scion,Eberrron: Forge of the Artificer,Medium or Small,Humanoid (Khoravar),Neutral,None (NPC),None,NPC,None,13,60,3,30,,,,,,1,1,3,2,1,4,3,1,5,2,1,4,"Acrobatics, Perception",,,"Lightning, Thunder",,,,60,,,14,"Common, Elvish",4,"1,100",2,,,2,Melee,6,5,,,20,"Lightning, Thunder",Ranged,6,30,30,,20,"Lightning, Thunder",,,,,,,,,,,,,,,,,On a crit the target is also deafened,Charisma,14,"Constitution, Strength",6,"Elementalism, Gust of Wind, Thunderwave",,"Jump, Feather Fall",,Cast the jump spell,Cast feather fall,,,,,,,,,,,
Mage,2024 Monster Manual,Medium or Small,Humanoid (Wizard),Neutral,Any,Any,,"Arcana, Individual",15,81,2,30,,,,,,-1,3,2,1,0,0,-1,3,2,1,0,0,"Arcana, History, Perception",,,,,,,,,,14,Common plus three other languages,6,"2,300",3,,,3,Melee,6,5,,,16,Force,Ranged,6,120,120,,16,Force,,,,,,,,,,,,,,,,,,Intelligence,14,"Constitution, Dexterity",6,"Detect Magic, Light, Mage Armor, Mage Hand, Prestidigitation","Counter Spell, Misty Step, Shield","Fireball (Level 4), Invisibility","Cone of Cold, Fly",Misty Step cast misty step,Protective Magic cast counterspell or shield,,,,,,,,,,,
Mage Apprentice,2024 Monster Manual,Medium or Small,Humanoid (Wizard),Neutral,Any,Any,,"Arcana, Individual",15,49,2,30,,,,,,-1,3,2,1,1,0,-1,5,2,3,1,0,"Arcana, Perception",,,,,,,,,,13,Common plus one other language,2,450,2,,,1,Melee,5,5,,,14,Force,Ranged,5,120,120,,14,Force,,,,,,,,,,,,,,,,,,Intelligence,13,"Constitution, Dexterity",5,"Mage Hand, Prestidigitation",,,"Disguise Self, Ice Knife, Mage Armor, Thunderwave",,,,,,,,,,,,,
Magma Mephit,2024 Monster Manual,Small,Elemental,Neutral Evil,Planar (Elemental Planes),Planar,Elemental Planes,None,11,18,1,30,,,30,,,-1,-2,1,0,1,0,-1,-2,1,0,1,0,Stealth,,Cold,,"Exhaustion, Poisoned","Fire, Poison",,60,,,10,"Primordial (Ignan, Terran)",1/2,100,2,Death Burst,,1,Melee,3,5,,,6,"Slashing, Fire",,,,,,,,,,,,,,,,,,,,,,11,Dexterity,Fire Breath recharges on 6 15ft cone on fail 7 fire damage,,,,,,,,,,,,,,,,,,,,,
Magmin,2024 Monster Manual,Small,Elemental,Chaotic Neutral,Planar (Elemental Plane of Fire),Planar,Elemental Plane of Fire,None,14,13,2,30,,,,,,-2,-1,2,0,1,0,-2,-1,2,0,1,0,,,,,,Fire,,60,,,10,Primordial (Ignan),1/2,100,2,Death Burst,,1,Melee,4,5,,,7,Fire,,,,,,,,,,,,,,,,,,,,,,11,Dexterity,Atk 1 on hit target starts burning,,,,,,,,,Ignited Illumination can make themselves ablaze or not sheds 10ft bright light and 10ft dim light,,,,,,,,,,,,
Mammoth,2024 Monster Manual,Huge,Beast,Unaligned,Arctic,Arctic,,None,13,126,2,50,,,,,,7,-4,-1,0,5,-2,10,-4,-1,0,8,-2,,,,,,,,,,,10,None,6,"2,300",3,,,2,Melee,10,10,,,18,Piercing,,,,,,,,,,,,,,,,,,,,,,,,Akt. gives the prone condition,,,,,,,,,DC 18 dex save prone condition and 29 damage,,,,,,,,,,,,
Manes,2024 Monster Manual,Small,Fiend (Demon),Chaotic Evil,Planar (Abyss),Planar,Abyss,None,9,9,-1,20,,,,,,0,-4,-1,-1,1,-3,0,-4,-1,-1,1,-3,,,,"Cold, Fire, Lightning","Charmed, Frightened, Poisoned",Poison,,60,,,9,Understands Abyssal,1/8,25,2,,,1,Melee,2,5,,,5,Slashing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manes Vaporspawn,2024 Monster Manual,Medium,Fiend (Demon),Chaotic Evil,Planar (Abyss),Planar,Abyss,None,13,19,1,30,,,,,,2,-3,1,-1,2,-4,2,-3,1,-1,2,-4,,,,"Cold, Fire, Lightning","Charmed, Exhaustion, Frightened, Grappled, Poisoned, Restrained",Poison,,60,,,9,Understands Abyssal,1,200,2,"Contortionist, Sickening Vapors",,1,Melee,4,5,,,10,"Slashing, Necrotic",,,,,,,,,,,,,,,,,,,,,,12,Constitution,,,,,,,,,,Can take the hide action in dim light or darkness,,,,,,,,,,,,
Manshoon, Forgotten Realms: Adventures in Faerûn,Medium,"Humanoid (Human, Wizard)",Lawful Evil,None (NPC),None,NPC,None (NPC),15,214,7,30,,,,,,0,6,2,2,2,3,0,11,2,2,2,3,Insight,"Arcana, History",,Psychic,Charmed,,,60,,,12,"Common, Draconic, Infernal, Undercommon",13,"10,000",5,Magic Resistance,,3,Melee,11,5,,,32,Force,Ranged,11,120,120,,32,Force,,,,,,,,,,,,,,,,,,Intelligence,19,"Dexterity, Constitution, Intelligence, Wisdom",11,"Counterspell, Detect Magic, Detect Thoughts, Light, Lightning Bolt (level 4), Mage Armor, Mage Hand, Misty Step, Prestidigitation, Shield",,"Scrying, Sending, Wall of Force","Befuddlement, Clone, Finger of Death, Mind Blank, Simulacrum",Misty Step,Cast counterspell or shield,,,,,,,,,,,
Manticore,2024 Monster Manual,Large,Monstrosity,Lawful Evil,"Arctic, Coastal, Grassland, Hill, Mountain","Arctic, Coastal, Grassland, Hill, Mountain",,Any,14,68,3,30,,,50,,,3,-2,3,1,3,-1,3,-2,3,1,3,-1,,,,,,,,60,,,11,Common,3,700,2,,,3,Melee,5,5,,,7,Slashing,Ranged,5,100/200,100,200,7,Piercing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marid,2024 Monster Manual,Large,Elemental (Genie),Chaotic Neutral,"Coastal, Planar (Elemental Plane of Water), Underwater","Coastal, Planar, Underwater",Elemental Plane of Water,Relics,17,229,5,30,,,60,,90,6,4,1,3,8,4,6,4,5,3,8,8,,,,"Acid, Cold, Lightning",,,30ft,120,,,13,Primordial (Aquan),11,"7,200",4,"Amphibious, Elemental Restoration, Wishes",,3,Melee,10,15,,,24,"Slashing, Cold",,,,,,,,,,,,,,,,,,,,,,18,Dexterity,Water Jet 60ft long 10ft wide line on fail 31 cold damage pushed 20ft and prone,Charisma,16,,8,"Create or Destroy Water, Detect Evil and Good, Detect Magic, Purify Food and Drink",,,"Control Water, Gaseous Form, Invisibility, Plane Shift, Tongues",Misty Viel recharges on 5-6 cast Fog Cloud,,,,,,,,,,,,
Marilith,2024 Monster Manual,Large,Fiend (Demon),Chaotic Evil,Planar (Abyss),Planar,Abyss,Armaments,16,220,10,40,,40,,,,4,4,5,3,5,5,9,4,5,8,10,10,Perception,,,"Cold, Fire, Lightning",Poisoned,Poison,,,120,,18,"Abyssal, Telepathy",16,"15,000",5,"Demonic Restoration, Magic Resistance, Reactive",,7,Melee,10,5,,,17,"Slashing, Necrotic",,,,,,,,,,,,,,,,,,,,,,17,Strength,Constrict within 5ft on fail 15 bludgeoning and are grappled and restrained,,,,,,,,,Teleport recharges on 5-6 teleport 120ft,When hit with an attack +5 to AC,,,,,,,,,,,
Mastiff,2024 Monster Manual,Medium,Beast,Unaligned,"Forest, Hill, Urban","Forest, Hill, Urban",,None,12,5,2,40,,,,,,1,-4,2,1,1,-2,1,-4,2,3,1,-2,Survival,Perception,,,,,,60,,,15,None,1/8,25,2,,,1,Melee,3,5,,,4,Piercing,,,,,,,,,,,,,,,,,,,,,,,,Target becomes prone,,,,,,,,,,,,,,,,,,,,,
Medani Inquisitive,Eberrron: Forge of the Artificer,Medium or Small,Humanoid (Khoravar),Neutral,None (NPC),None,NPC,None,14,45,0,30,,,,,,2,2,0,3,2,2,2,2,0,5,4,2,"Insight, Investigation",,,,,,,60,,,13,"Common, Elvish",3,700,2,,,3,Melee,4,5,,,6,Bludgeoning,,,,,,,,,,,,,,,,,,,,,,13,Wisdom,"Atk 1 on hit target is prone and if already prone deals an extra 7 radiant, Inquisitive eye within 60ft on fail 10 psychic damage and the monster has adv. on atks on it and knows where it is at.",Wisdom,13,Wisdom,5,Guidance,,,"Detect Thoughts, See Invisibility",,Spontaneous Barrier when an ally is hit it adds 2 to its AC possibly missing,,,,,,,,,,,
Medusa,"2024 Monster Manual,  Stranger Things: Welcome to the Hellfire Club",Medium,Monstrosity,Lawful Evil,Desert,Desert,,Any,15,127,6,30,,,,,,0,1,3,1,3,2,0,1,3,4,3,2,"Deception, Perception, Stealth",,,,,,,150,14,,14,Common plus one other language,6,"2,300",3,,,3,Melee,6,5,,,10,Slashing,Melee,5,5,,,19,"Piercing, Poison",Ranged,5,150,150,,11,Poison,,,,,,,,13,Constitution,,,,,,,,,,Petrifying Gaze recharges 5-6 30ft cone on fail restrained on second fail petrified,,,,,,,,,,,,
Merfolk Skirmisher,2024 Monster Manual,Medium,Elemental,Neutral,"Coastal, Underwater","Coastal, Underwater",,Individual,11,11,1,10,,,,,40,0,0,1,2,1,1,0,0,1,2,1,1,,,,,,,,,,,12,"Common, Primordial (Aquan)",1/8,25,2,Amphibious,,1,Melee,2,5,,,5,"Piercing, Cold",Ranged,2,20/60,20,60,5,"Piercing, Cold",,,,,,,,,,,,,,,,,Atk 1 or Atk 2 on hit speed decreases by 10ft,,,,,,,,,,,,,,,,,,,,,
Merfolk Wavebender,2024 Monster Manual,Medium,Elemental,Neutral,"Coastal, Underwater","Coastal, Underwater",,Individual,14,97,4,10,,,,,40,0,1,4,4,2,2,0,1,7,7,5,5,Perception,,,Cold,,,,,,,17,Primordial (Aquan),6,"2,300",3,Amphibious,,2,Melee,7,5,,,20,Cold,Ranged,7,60,60,,20,Cold,,,,,,,,,,,,,,,15,Strength,Atk 1 or Atk 2 on hit prone,Wisdom,15,,7,"Elementalism, Light",,,"Control Water, Create or Destroy Water",,Watery Rebuke comes within 5ft on fail 14 cold damage and pushed 30ft,,,,,,,,,,,
Merrow,2024 Monster Manual,Large,Monstrosity,Chaotic Evil,"Coastal, Underwater","Coastal, Underwater",,Any,13,45,2,10,,,,,40,4,-1,2,0,2,-1,4,-1,2,0,2,-1,,,,,,,,60,,,10,"Abyssal, Primordial (Aquan)",2,450,2,Amphibious,,2,Melee,6,5,,,6,Piercing,Melee,6,5,,,9,Slashing,Melee,6,5,,,11,Piercing,Ranged,6,5,5,,11,Piercing,,,,,,,,,,,,,,,,,,,,,,,,
Merrow Doublespeaker,Lorwyn: First Light,Medium,Monstrosity,Lawful Evil,Planar (Feywild),Planar,Feywild,Individual,14,67,3,20,,,,,40,4,1,3,1,3,3,4,1,5,1,3,5,"Deception, Stealth",,,,,,,120,,,11,"Common, Primordial (Aquan)",4,"1,100",2,"Amphibious, Mimicry",,3,Melee,6,5,,,14,Piercing,Ranged,6,20/60,20,60,14,Piercing,,,,,,,,,,,,,,,,,,Charisma,13,Wisdom,5,"Command, Mage Hand, Minor Illusion",,,,,,,,,,,,,,,,
Merrow Haranguer,Lorwyn: First Light,Medium,Monstrosity,Lawful Neutral,Planar (Feywild),Planar,Feywild,Individual,14,4,90,5,,,,,40,4,2,4,2,3,4,4,2,7,2,3,7,"Performance, Persuasion",,,,,,,,,,12,"Common, Primordial (Aquan)",5,"1,800",3,Amphibious,,3,Melee,7,5,,,14,Bludgeoning,Ranged,7,150/600,150,600,8,Piercing,,,,,,,,,,,,,,,15,Wisdom,Invective 3 creatures within 60ft on fail 14 psychic and dis adv on next atk roll half on save,,,,,,,,,,,,,,,,,,,,,
Mezzoloth,2024 Monster Manual,Medium,Fiend (Yugoloth),Neutral Evil,Planar (Gehenna),Planar,Gehenna,Armaments,18,75,3,40,,,,,,4,-2,0,2,3,0,4,-2,0,2,3,0,Perception,,,"Cold, Fire, Lightning",Poisoned,"Acid, Poison",60,60,,,15,"Abyssal, Infernal, Telepathy",5,"1,800",5,"Fiendish Restoration, Magic Resistance",,2,Melee,7,5,,,9,Slashing,Melee,7,5,,,18,"Piercing, Force",Ranged,7,20/60,20,60,18,"Piercing, Force",,,,,,,,,,Akt 1 on hit the target is grappled and restrained,Wisdom,13,Constitution,7,,,,"Cloudkill, Darkness, Dispel Magic",Teleport recharges on 5-6 teleport 60ft,,,,,,,,,,,,
Mimic,2024 Monster Manual,Medium,Monstrosity,Neutral,"Underdark, Urban","Underdark, Urban",,Any,12,58,3,20,,,,,,3,-3,1,1,2,-1,3,-3,1,1,2,-1,,Stealth,,,Prone,Acid,,60,,,11,None,2,450,2,Adhesive,,1,Melee,5,5,,,11,"Piercing, Acid",Melee,5,5,,,11,"Bludgeoning, Acid",,,,,,,,,,,,,,,,,"Atk 1 if target grappled advantage and 16 piercing and acid damage, Atk 2 on hit grappled",,,,,,,,,Shape-Shift,,,,,,,,,,,,
Mind Flayer,2024 Monster Manual,Medium,Aberration,Lawful Evil,Underdark,Underdark,,Arcana,15,99,4,30,,,15,15,,0,4,1,3,1,3,0,7,4,6,1,6,"Arcana, Insight, Perception, Stealth",,,Psychic,,,,120,,,16,"Deep Speech, Undercommon, Telepathy",7,"2,900",3,Magic Resistance,,1,Melee,7,5,,,22,Psychic,,,,,,,,,,,,,,,,,,,,,,15,"Constitution, Intelligence","Akt 1 grapples on a hit and gives the stunned condition, Extract Brian A Grappled target caused 55 piercing damage and kills the target at 0 hp, Mind Blast recharge on 5-6 60ft coone 31 psychic damage and the target is stunned",Intelligence,15,Wisdom,7,Detect Thoughts,,,"Dominate Monster, Plane Shift (self)",,,,,,,,,,,,,
Mind Flayer Arcanist,2024 Monster Manual,Medium,Aberration,Lawful Evil,Underdark,Underdark,,Arcana,16,143,6,30,,,30,30,,0,5,2,3,1,3,0,9,6,7,1,7,"Insight, Perception, Stealth",Arcana,,,"Charmed, Frightened",Psychic,,120,,,17,"Deep Speech, Undercommon, Telepathy",11,"7,200",4,Magic Resistance,,3,Melee,9,5,,,27,Psychic,Ranged,9,5,5,,120,Psychic,,,,,,,,,,,,,,,17,Intelligence,"Akt 1 on a hit target can teleport 30ft and if reduced to 0 the target dies, Mind Burst recharge 5-6 40ft emanation 41 psychic and the target is stunned",Intelligence,17,"Dexterity, Wisdom",9,"Detect Magic, Detect Thoughts, Disguise Self, Mage Hand",,Shield,"Clairvoyance, Dimension Door, Fireball (level 5), Lightning Bolt (level 5), Plane Shift (self), Sending",,Cast Shield,,,,,,,,,,,
Minotaur of Baphomet,2024 Monster Manual,Large,Monstrosity,Chaotic Evil,Underdark,Underdark,,Armaments,14,85,0,40,,,,,,4,-2,0,3,3,-1,4,-2,0,3,3,-1,,"Perception, Survival",,,,,,60,,,17,Abyssal,3,700,2,,,1,Melee,6,10,,,20,Slashing,Melee,6,5,,,18,Piercing,,,,,,,,,,,,,,,,,Atk 2 recharges on 5-6 if moved 10+ before attack on hit +10 piercing and prone,,,,,,,,,,,,,,,,,,,,,
Minotaur Skeleton,2024 Monster Manual,Large,Undead,Lawful Evil,"Planar (Shadowfell), Underdark, Urban","Planar, Underdark, Urban",Shadowfell,None,12,45,0,40,,,,,,4,-2,0,-1,2,-3,4,-2,0,-1,2,-3,,,Bludgeoning,,"Exhaustion, Poisoned",Poison,,60,,,9,Understands Abyssal,2,450,2,,,1,Melee,6,5,,,11,Piercing,Melee,6,5,,,15,Bludgeoning,,,,,,,,,,,,,,,,,Akt 1 charge if move at least 20ft 9 extra damage and prone,,,,,,,,,,,,,,,,,,,,,
Modron Duodrone,2024 Monster Manual,Medium,Construct,Lawful Neutral,Planar (Mechanus),Planar,Mechanus,None,15,11,1,30,,,,,,0,-2,1,0,1,-2,0,-2,1,0,1,-2,,,,,Charmed,,,,120,,10,Modron,1/4,50,2,Disintegration,,2,Melee,3,5,,,4,Force,Ranged,3,30,30,,4,Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modron Monodrone,2024 Monster Manual,Medium,Construct,Lawful Neutral,Planar (Mechanus),Planar,Mechanus,None,15,5,2,30,,,20,,,0,-3,2,0,1,-3,0,-3,2,0,1,-3,,,,,Charmed,,,,120,,10,Modron,1/8,25,2,Disintegration,,1,Melee,4,5,,,6,Force,Ranged,4,120,120,,6,Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modron Pentadrone,2024 Monster Manual,Large,Construct,Lawful Neutral,Planar (Mechanus),Planar,Mechanus,None,16,32,2,40,,,,,,2,0,2,0,1,1,2,0,2,0,1,1,,Perception,,,Charmed,,,,120,,14,Modron,2,450,2,Disintegration,,5,Melee,4,5,,,5,Force,Ranged,4,120,120,,5,Lightning,,,,,,,,,,,,,,,11,Constitution,Paralysis recharges 5-6 30ft cone on fail paralyzed,,,,,,,,,,,,,,,,,,,,,
Modron Quadrone,2024 Monster Manual,Medium,Construct,Lawful Neutral,Planar (Mechanus),Planar,Mechanus,None,16,22,2,30,,,30,,,1,0,2,0,1,0,1,0,2,0,1,0,Perception,,,,Charmed,,,,120,,12,Modron,1,200,2,Disintegration,,4,Melee,4,5,,,4,Force,Ranged,4,320,320,,4,Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modron Tridrone,2024 Monster Manual,Medium,Construct,Lawful Neutral,Planar (Mechanus),Planar,Mechanus,None,15,16,1,30,,,,,,1,-1,1,0,1,-1,1,-1,1,0,1,-1,,,,,Charmed,,,,120,,10,Modron,1/2,100,2,Disintegration,,3,Melee,3,5,,,4,Force,Ranged,3,120,120,,4,Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mud Mephit,2024 Monster Manual,Small,Elemental,Neutral Evil,"Swamp, Planar (Elemental Planes)","Swamp, Planar",Elemental Planes,None,11,13,1,20,,,20,,20,-1,-1,1,0,1,-2,-1,-1,1,0,1,-2,Stealth,,,,"Exhaustion, Poisoned",Poison,,60,,,10,"Primordial (Aquan, Terran)",1/4,50,2,Death Burst,,1,Melee,3,5,,,4,Bludgeoning,,,,,,,,,,,,,,,,,,,,,,11,Dexterity,Mud Breath recharges on 6 within 15ft on fail restrained,,,,,,,,,,,,,,,,,,,,,
Mule,2024 Monster Manual,Medium,Beast,Unaligned,"Desert, Hill, Urban","Desert, Hill, Urban",,None,10,11,0,40,,,,,,2,-4,0,0,1,-3,4,-4,0,0,1,-3,,,,,,,,,,,10,None,1/8,25,2,Beast of Burden,,1,Melee,4,5,,,4,Bludgeoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mummy,2024 Monster Manual,Medium or Small,Undead,Lawful Evil,"Desert, Swamp","Desert, Swamp",,Relics,11,58,-1,20,,,,,,3,-2,-1,1,3,1,3,-2,-1,3,3,1,,,Fire,,"Charmed, Exhaustion, Frightened, Paralyzed, Poisoned","Necrotic, Poison",,60,,,11,Common plus two other languages,3,700,2,,,3,Melee,5,5,,,18,"Bludgeoning, Necrotic",,,,,,,,,,,,,,,,,,,,,,11,Wisdom,"Akt 1 on hit cursed can't regain HP even on long rest and HP max reduce by 10 and if reduced to 0 HP it turns to dust, Dreadful Glare within 60ft on fail frightened",,,,,,,,,,,,,,,,,,,,,
Mummy Lord,2024 Monster Manual,Medium or Small,Undead (Cleric),Lawful Evil,"Desert, Swamp","Desert, Swamp",,Relics,17,187,10,30,,,,,,4,0,0,4,3,3,4,5,0,9,3,3,"History, Perception, Religion",,Fire,,"Charmed, Exhaustion, Frightened, Paralyzed, Poisoned","Necrotic, Poison",,,60,,19,Common plus three other languages,15,"13,000",5,"Magic Resistance, Undead Restoration",3,2,Melee,9,5,,,25,"Bludgeoning, Necrotic",Ranged,9,60,60,,25,Necrotic,,,,,,,,,,,,,,,17,Wisdom,"Akt 1 on hit cursed can't regain HP even on long rest and HP max reduce by 10 and if reduced to 0 HP it turns to dust, Dreadful Glare within 60ft on fail paralyzed",Wisdom,17,"Constitution, Wisdom",9,"Dispel Magic, Command (level 2), Thaumaturgy",,,"Animate Dead, Harm, Insect Plague (level 7)",,Whirlwind of Sand when hit +2 to AC teleports 60ft within 5ft Blinded,3,,,"Dream Command: cast command, Glare uses dreadful glare, Make another attack",Yes,"15,000",4,4,15,Constitution,When casting divination on fail the spell does not work
Myconid Adult,"2024 Monster Manual,  Stranger Things: Welcome to the Hellfire Club",Medium,Plant,Lawful Neutral,Underdark,Underdark,,Any,12,16,0,20,,,,,,0,0,0,1,1,-2,0,0,0,1,1,-2,,,,,,,,120,,,11,Telepathy,1/2,100,2,Sun Sickness,,1,Melee,2,5,,,7,"Bludgeoning, Poison",,,,,,,,,,,,,,,,,,,,,,11,Constitution,"Pacifyin Spores 1/day within 10ft on fail stunned, Rapport Spores gives telepathy to creatures within 30ft",,,,,,,,,,,,,,,,,,,,,
Myconid Sovereign,2024 Monster Manual,Large,Plant,Lawful Neutral,Underdark,Underdark,,Any,13,45,0,30,,,,,,1,1,0,2,2,0,1,1,0,2,2,0,,,,,,,,120,,,12,Telepathy,2,450,2,Sun Sickness,,2,Melee,3,5,,,11,"Bludgeoning, Poison",,,,,,,,,,,,,,,,,,,,,,12,Constitution,"Animating Spores 3/day turns corpses into Myconid Spore Servant, Pacifyin Spores within 10ft on fail stunned, Rapport Spores gives telepathy to creatures within 30ft",,,,,,,,,,,,,,,,,,,,,
Myconid Spore Servant,2024 Monster Manual,Medium or Small,Plant,Unaligned,Underdark,Underdark,,Any,13,37,1,20,,,,,,3,-4,1,-2,3,-5,3,-4,1,-2,3,-5,,,,,"Blinded, Charmed, Frightened, Paralyzed, Poisoned",Poison,30,,,,8,Telepathy,1,200,2,,,1,Melee,5,5,,,8,"Bludgeoning, Poison",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
